name,age,gender,marital_status,cibil_score,monthly_income,employment_type,family_size,dependents,education_level
Jennifer Carpenter,53,Male,Married,510,196191,Salaried,6,2,Master
Brian Wells MD,26,Female,Married,803,149033,Self-Employed,6,1,High School
Pamela Nunez,60,Male,Single,439,194473,Salaried,2,1,Master
Michael Brown,21,Female,Married,465,152555,Salaried,6,3,PhD
Michelle Stone,55,Female,Married,805,104874,Unemployed,5,4,Bachelor
Keith Freeman,39,Male,Married,422,99250,Salaried,3,2,Bachelor
Michael Myers,56,Male,Married,602,88990,Self-Employed,1,0,High School
Roberto Hernandez II,30,Female,Married,605,183076,Salaried,5,0,High School
Frances Joyce,44,Male,Married,755,172876,Self-Employed,3,0,Master
Hannah Taylor,24,Female,Married,310,69285,Unemployed,2,0,PhD
Ashley Brown,49,Female,Single,509,143601,Salaried,4,3,High School
Michael Horton,53,Male,Married,581,148938,Salaried,2,1,Bachelor
Ian Hunt,29,Female,Single,702,166375,Self-Employed,6,5,PhD
Nathan Sheppard,48,Male,Married,545,187733,Salaried,6,4,High School
Don Harrison,27,Male,Married,888,85404,Salaried,5,4,Master
Christopher Hall,22,Male,Single,449,101601,Unemployed,4,2,Master
Stephanie Gibbs,46,Female,Married,616,138389,Self-Employed,4,3,High School
Anthony Brown,36,Female,Single,798,28450,Self-Employed,3,0,PhD
Bryan Thompson,31,Male,Married,607,128042,Unemployed,5,3,High School
Theresa Reed,44,Female,Single,852,91317,Salaried,4,0,Bachelor
Mark Murray,34,Male,Single,680,143969,Self-Employed,3,0,PhD
Amanda Woods,35,Female,Married,709,162375,Salaried,6,3,Bachelor
Calvin Bonilla,22,Male,Single,874,118260,Self-Employed,4,1,Master
Elizabeth Mann,31,Male,Married,314,116635,Self-Employed,4,0,PhD
Karen Cruz,31,Female,Married,883,144939,Self-Employed,4,2,Master
Jesus Lee,44,Female,Married,851,147019,Self-Employed,4,2,Bachelor
Kevin Snyder,30,Male,Single,351,76897,Self-Employed,3,2,PhD
Jessica Roberson,30,Male,Single,428,96973,Unemployed,3,0,Bachelor
Shelby Bond,57,Male,Married,750,74766,Self-Employed,5,4,Master
Emily Castro,28,Female,Married,605,188104,Unemployed,5,0,Master
Alexis Fleming,38,Female,Married,826,32385,Self-Employed,5,3,Bachelor
David Atkinson,48,Female,Single,542,35675,Salaried,2,0,Bachelor
Jenna Juarez,29,Female,Married,561,195968,Salaried,5,2,High School
David Hughes,43,Male,Single,625,75573,Unemployed,2,1,Bachelor
Cory Garza PhD,49,Female,Single,889,188056,Unemployed,6,5,PhD
Jared Harding,23,Male,Single,714,62510,Salaried,2,1,Bachelor
Andrew Terry,48,Female,Single,554,35677,Salaried,3,1,PhD
Randy Morris,60,Female,Single,655,162337,Unemployed,1,0,Bachelor
Christine White,25,Male,Married,585,192346,Unemployed,1,0,High School
Heather Whitehead,43,Male,Single,322,170814,Self-Employed,3,1,PhD
Krystal Valdez,21,Male,Single,852,82445,Self-Employed,2,0,Bachelor
Chad Nunez,37,Male,Single,562,24620,Self-Employed,1,0,High School
Keith Hood,51,Male,Single,584,79092,Self-Employed,2,0,Bachelor
Scott Peterson,47,Female,Single,529,78958,Self-Employed,3,1,Master
Shelia Cook,49,Male,Married,520,41394,Self-Employed,3,1,High School
Joshua Robinson,34,Male,Single,774,167712,Salaried,6,5,High School
Christopher Wright,36,Female,Single,556,86672,Salaried,4,3,High School
Luke Solis,40,Female,Married,515,199126,Unemployed,3,1,PhD
Sheila Estes,54,Male,Married,437,171320,Unemployed,2,0,High School
Brian Hernandez,38,Female,Single,478,63534,Unemployed,3,1,PhD
Lauren Hoffman,24,Male,Married,789,163909,Salaried,1,0,Bachelor
Brian Wiley,38,Female,Single,526,151602,Unemployed,5,3,Bachelor
Mary Banks,50,Female,Single,368,157241,Self-Employed,3,2,PhD
Sharon Meyer,23,Male,Single,307,114219,Self-Employed,1,0,Master
John Bradley,54,Male,Married,587,20049,Unemployed,6,1,PhD
Jennifer George,26,Female,Married,702,119889,Salaried,4,2,PhD
James Dillon,34,Female,Married,444,175482,Unemployed,1,0,PhD
Elizabeth Rivas,37,Female,Married,720,117110,Self-Employed,5,0,High School
Rebecca Contreras,53,Female,Single,649,167255,Salaried,6,3,Bachelor
Anthony Randolph,23,Female,Married,695,127403,Self-Employed,6,4,High School
David Fischer,34,Female,Single,632,27085,Salaried,3,1,Master
Jennifer Rodriguez,39,Male,Single,879,27751,Salaried,5,1,Bachelor
Christopher Bryant,28,Female,Single,403,106569,Unemployed,4,2,Bachelor
Mark Gutierrez,53,Male,Married,745,56399,Unemployed,6,1,Master
Renee Mccarthy,54,Female,Married,740,118495,Self-Employed,3,2,PhD
Andrea Williams,37,Female,Single,677,197485,Salaried,6,1,PhD
Mark Jensen,57,Male,Single,897,73541,Unemployed,6,2,Master
Karen Mckee,36,Male,Single,471,161230,Salaried,2,1,Bachelor
David Brown,30,Male,Single,302,169002,Unemployed,5,3,PhD
Edward Johnson,55,Male,Married,339,161707,Self-Employed,2,0,Master
Christopher Mitchell,57,Female,Single,495,50506,Salaried,6,0,Bachelor
Daniel Moore,36,Male,Single,785,130482,Unemployed,2,1,Bachelor
Stephanie Ferguson,25,Male,Married,363,55898,Salaried,4,3,High School
Andrew Howard,23,Female,Married,490,107738,Unemployed,6,3,High School
Samantha Harrison,39,Female,Married,891,150035,Salaried,3,2,Master
Daniel Thompson,23,Female,Married,367,129805,Self-Employed,4,1,Master
Eric Mason,50,Female,Single,775,45927,Self-Employed,4,1,Bachelor
Lance Campbell,51,Female,Married,390,56456,Self-Employed,2,1,High School
Timothy Smith,41,Male,Married,841,59000,Salaried,2,0,Master
Katherine Carter,25,Female,Single,615,180704,Salaried,4,1,High School
Emily Lee,56,Male,Single,531,171180,Unemployed,1,0,High School
Mark Bentley,53,Male,Single,548,94062,Self-Employed,4,2,High School
Andrew Cook,26,Female,Married,556,94898,Unemployed,1,0,PhD
Julie Fields,44,Male,Single,354,95073,Salaried,2,1,PhD
Nancy Hall,43,Female,Married,479,57575,Salaried,6,1,High School
Emily Beltran,39,Male,Married,593,150887,Self-Employed,3,1,High School
Traci Villarreal,58,Male,Single,709,106838,Salaried,5,4,PhD
Sarah Stevens,47,Female,Single,803,66296,Salaried,3,0,PhD
Madeline Miller,32,Male,Married,354,195364,Self-Employed,2,1,High School
Felicia Ruiz,55,Female,Married,842,163847,Unemployed,2,0,Master
Angela Benitez,42,Male,Single,462,40806,Unemployed,6,5,Master
Cindy Bailey,31,Male,Married,704,190541,Self-Employed,3,0,Master
Daniel Abbott,38,Male,Single,767,100116,Unemployed,4,2,Master
Shawn Palmer,28,Female,Single,703,179520,Self-Employed,5,3,Bachelor
Sydney Watson,40,Male,Married,444,152521,Salaried,4,2,PhD
Antonio Davenport,58,Male,Single,784,88975,Self-Employed,6,2,Master
Whitney Duncan,28,Female,Married,887,117755,Salaried,5,2,Master
Michael Jones,56,Female,Single,568,127745,Salaried,2,1,High School
Vincent Taylor,27,Male,Married,420,170772,Salaried,1,0,Master
Danielle Cooper,29,Female,Married,419,96175,Unemployed,4,2,Bachelor
Maurice Holmes,26,Female,Married,691,129197,Self-Employed,3,2,PhD
Tyler Buckley,50,Male,Married,464,21224,Unemployed,6,5,Bachelor
Clayton Wells,43,Male,Married,575,22666,Self-Employed,2,0,Master
David Kirk,42,Male,Single,899,91386,Salaried,1,0,Master
Sarah Allen,24,Male,Single,794,31718,Self-Employed,5,0,High School
Brandon Leblanc,24,Female,Married,429,95265,Unemployed,3,0,Bachelor
Valerie White,40,Female,Single,829,76273,Self-Employed,5,2,High School
Matthew Lopez,33,Male,Single,533,116673,Unemployed,3,0,Bachelor
Daniel Wilson,35,Female,Single,708,68339,Self-Employed,6,3,Bachelor
Gabriel White,33,Female,Married,777,54866,Self-Employed,4,1,High School
Michael Barnett,44,Female,Single,516,58110,Unemployed,4,1,PhD
Mrs. Michelle Cunningham,40,Female,Single,339,25741,Salaried,6,4,High School
Marcia Turner,49,Male,Single,420,85838,Self-Employed,1,0,Bachelor
Amy Chandler,32,Female,Married,538,135455,Self-Employed,6,4,High School
Mark Chavez,57,Female,Married,361,86054,Unemployed,5,4,PhD
Nicholas Kelly,45,Female,Single,770,127756,Salaried,1,0,High School
Thomas Tapia,23,Female,Single,822,166688,Salaried,5,3,Bachelor
Jordan Conley,33,Female,Single,752,148212,Unemployed,2,1,Bachelor
April Patterson,32,Female,Single,710,75775,Salaried,1,0,PhD
Teresa Mack,28,Male,Married,777,183026,Unemployed,5,2,High School
Renee Johnson,23,Female,Single,554,52948,Unemployed,5,3,High School
Shannon Kelley,38,Female,Married,673,191010,Self-Employed,1,0,Master
Matthew Anderson,23,Male,Married,794,71281,Self-Employed,3,1,Master
Kathryn Logan,22,Male,Married,562,193406,Salaried,6,0,PhD
Dr. Alexandra Thomas MD,60,Male,Married,704,176534,Unemployed,6,2,Master
Mary Hicks,52,Female,Married,457,170921,Salaried,1,0,High School
Holly Zimmerman MD,40,Female,Single,715,114278,Self-Employed,2,0,Master
Joshua Wood,26,Male,Married,589,27085,Salaried,5,3,Bachelor
Linda Williams,22,Male,Married,700,72253,Unemployed,2,0,Master
Curtis Herring,28,Male,Single,358,47189,Salaried,5,3,PhD
Ryan Richardson,44,Female,Married,614,160459,Self-Employed,4,3,Master
Michael Lamb,55,Male,Married,662,103973,Self-Employed,5,1,Master
Thomas Ramsey,25,Female,Single,382,165943,Salaried,5,0,High School
Tom Murphy,52,Female,Married,564,146206,Salaried,1,0,PhD
Melanie Mcbride,58,Male,Married,491,167955,Unemployed,3,1,PhD
Debbie Hansen,22,Female,Single,840,17075,Salaried,5,0,High School
Cindy Hernandez,40,Female,Married,725,42533,Unemployed,1,0,PhD
Mary Arellano,56,Male,Married,655,40930,Unemployed,6,0,Bachelor
Debbie Trujillo,51,Male,Single,803,89490,Self-Employed,3,0,Bachelor
Jeffrey Powell,35,Male,Single,837,21154,Salaried,2,1,Master
Philip Williams,55,Female,Married,403,173362,Self-Employed,4,0,High School
Kevin Stephens,43,Male,Single,846,182871,Salaried,3,2,Bachelor
Sabrina Wright,53,Male,Married,412,170902,Salaried,5,1,Bachelor
Donna Martinez,29,Female,Married,301,106028,Self-Employed,6,4,PhD
Anne Ramirez MD,58,Female,Married,600,170924,Unemployed,3,2,High School
Stefanie Hayes,55,Male,Married,543,62272,Salaried,4,0,Master
James Newman,50,Female,Single,740,113675,Self-Employed,3,0,High School
Christopher Lewis,25,Male,Married,783,146299,Unemployed,1,0,Master
Laurie Jackson,60,Female,Married,597,100703,Self-Employed,5,3,Master
Jeffery Allen,52,Male,Single,475,57067,Unemployed,1,0,PhD
Tyler Garcia,59,Female,Single,606,90829,Unemployed,2,0,High School
Zachary Phillips,43,Female,Single,603,44671,Unemployed,1,0,High School
Walter Lee,22,Male,Single,689,177346,Self-Employed,6,3,PhD
Jasmine Stewart,27,Female,Single,349,167760,Salaried,4,3,Master
Nicole Ochoa,41,Female,Married,538,37669,Unemployed,3,1,PhD
David Williams,34,Female,Married,793,127797,Self-Employed,3,0,Master
Michael Reeves,32,Female,Single,451,174727,Unemployed,2,1,Master
Heather Hatfield,37,Female,Single,587,94682,Unemployed,6,5,Master
Randy Murphy,25,Female,Single,412,197394,Self-Employed,2,1,High School
Brandon Braun,39,Female,Single,892,47198,Unemployed,4,2,High School
Alexandra Blevins,51,Female,Single,364,187225,Self-Employed,6,0,PhD
Catherine Kelley,59,Female,Single,654,198770,Self-Employed,6,5,High School
Molly Alexander,30,Male,Single,700,80343,Salaried,5,3,High School
Rodney Turner,57,Male,Single,570,132673,Salaried,1,0,High School
Brian Cordova,45,Male,Single,493,21084,Salaried,2,0,High School
Abigail Martin,60,Male,Married,446,92610,Self-Employed,1,0,Master
Ian Conley,52,Female,Married,603,38204,Salaried,1,0,High School
Brenda Nelson,36,Female,Married,481,109779,Self-Employed,1,0,PhD
Michelle Smith,22,Male,Single,357,126982,Salaried,3,0,High School
Jason Hoover,22,Female,Single,898,90550,Self-Employed,5,2,Master
William Cooper MD,36,Female,Married,515,90027,Self-Employed,5,2,High School
Daniel Hoffman,39,Female,Single,631,139034,Salaried,3,2,PhD
Courtney Johnson,37,Female,Single,384,69334,Self-Employed,3,0,Master
Christopher Kennedy,44,Male,Single,510,29304,Unemployed,3,0,High School
Dr. Riley Vaughn,38,Male,Married,358,125560,Unemployed,4,0,PhD
Benjamin Johnson,60,Female,Single,376,114090,Salaried,6,2,High School
Tyler Scott,48,Female,Single,781,76899,Salaried,1,0,Bachelor
Shelby Benson,56,Female,Married,505,141766,Self-Employed,1,0,High School
Larry Hernandez,24,Female,Single,329,181865,Unemployed,1,0,Bachelor
Rachel Robbins,45,Female,Married,511,194829,Self-Employed,5,4,Master
Charles Gibbs,27,Female,Married,490,191668,Salaried,5,4,PhD
Elizabeth Black,42,Female,Married,603,175641,Salaried,1,0,Bachelor
Valerie Skinner,32,Female,Single,396,117177,Salaried,2,1,Master
Matthew Knight,53,Male,Married,801,180863,Salaried,4,1,High School
Jason Gray,43,Male,Single,340,137930,Self-Employed,6,0,PhD
Robert Kaufman,59,Male,Married,813,15422,Self-Employed,6,1,Bachelor
Nicholas Stevens,26,Female,Married,420,60583,Self-Employed,2,0,PhD
Andrew Li,45,Female,Single,302,71743,Self-Employed,2,0,Bachelor
Dillon Barnes,47,Female,Married,361,183000,Unemployed,4,2,PhD
Justin Nguyen,54,Female,Married,459,43532,Salaried,4,0,High School
Ian Patterson,44,Female,Married,309,27526,Unemployed,1,0,High School
Michael Lawrence,27,Male,Single,406,116559,Self-Employed,1,0,Master
James Smith,30,Male,Married,781,186385,Self-Employed,4,2,Bachelor
Danielle Armstrong,27,Male,Single,572,22379,Unemployed,1,0,PhD
Tina Forbes,35,Female,Married,616,165811,Salaried,1,0,High School
David Bailey,55,Female,Single,427,66408,Self-Employed,3,1,High School
Denise Mueller,50,Female,Single,844,54936,Self-Employed,2,0,PhD
Lisa Miller,27,Male,Married,362,16198,Self-Employed,5,4,PhD
Eric Johnson,53,Female,Single,542,34112,Self-Employed,6,4,PhD
Kristine Green,27,Female,Married,483,60206,Unemployed,2,1,Master
Kathryn Velasquez,53,Male,Married,364,108451,Unemployed,5,3,Bachelor
Eric Landry,59,Female,Married,697,186736,Unemployed,5,4,PhD
Steven Gould,28,Female,Single,507,58282,Salaried,1,0,Bachelor
Jill Anderson,44,Male,Single,538,195941,Unemployed,3,1,Master
Matthew Jenkins,34,Female,Married,661,138279,Self-Employed,3,1,High School
Bill Williams,60,Female,Married,512,104404,Unemployed,2,1,High School
Mr. Larry Mclaughlin MD,34,Female,Single,850,82956,Self-Employed,3,0,PhD
Brian Sanchez,34,Male,Single,752,132434,Unemployed,2,0,PhD
Jonathon Williams,29,Female,Single,371,32588,Salaried,1,0,High School
Michael Walker,22,Female,Single,900,165708,Unemployed,1,0,High School
Julie Martinez,51,Female,Married,555,77833,Salaried,3,1,PhD
Dennis Key,50,Male,Single,459,88334,Self-Employed,6,2,High School
Patrick Fuentes,51,Female,Married,821,191750,Self-Employed,5,3,PhD
Raymond Fernandez,45,Female,Married,605,174563,Unemployed,1,0,Bachelor
Laura Thompson,41,Female,Married,421,35707,Unemployed,1,0,High School
Jessica Farmer,40,Male,Married,408,167506,Salaried,6,2,High School
Sabrina Gutierrez,33,Male,Married,665,64007,Salaried,1,0,Bachelor
Luis Arnold,56,Female,Married,699,163412,Salaried,5,2,Master
Patrick Carter,33,Female,Married,630,107712,Self-Employed,5,3,PhD
Kelly Smith,41,Male,Single,516,19338,Salaried,2,1,PhD
Stephanie Carroll,35,Male,Single,615,90941,Unemployed,3,1,Bachelor
Kimberly Powers,30,Female,Single,793,163688,Self-Employed,3,1,PhD
Corey Guerrero,37,Male,Married,658,82413,Unemployed,4,0,High School
Dr. Paul Gutierrez,24,Male,Single,421,99346,Salaried,1,0,Bachelor
Eric Thomas,37,Female,Single,568,184113,Unemployed,4,1,Bachelor
Rachel Wiggins,37,Male,Married,600,87454,Self-Employed,2,0,PhD
Kayla Edwards,57,Female,Single,774,21991,Unemployed,6,3,Master
Lisa Shields MD,28,Female,Single,746,191656,Self-Employed,5,0,PhD
Craig Malone,57,Female,Married,450,66439,Salaried,2,1,High School
Cody Lara,28,Male,Married,485,125488,Unemployed,5,3,Bachelor
Javier Clay,42,Male,Married,581,115367,Self-Employed,5,1,PhD
Bailey Allen,39,Male,Single,328,125216,Self-Employed,6,0,Bachelor
Matthew Berry,42,Female,Married,753,152992,Self-Employed,5,4,High School
Kimberly Ray,22,Male,Married,405,135512,Unemployed,2,0,PhD
Christopher Santos,52,Female,Married,829,98509,Self-Employed,4,0,PhD
Matthew Cooper,39,Male,Single,490,69206,Self-Employed,2,1,PhD
Sean Moore,35,Female,Single,753,70342,Self-Employed,2,1,PhD
Donald Green,33,Female,Married,615,62678,Self-Employed,6,5,High School
Robert Gilbert,33,Female,Married,328,188907,Unemployed,4,1,Bachelor
Clifford Morse,57,Male,Married,625,77255,Self-Employed,2,1,Master
Courtney Doyle,30,Female,Single,755,110170,Salaried,6,5,Master
Ryan Wilson,32,Female,Single,893,68067,Salaried,3,0,Bachelor
Miranda Davis,49,Male,Single,592,126769,Unemployed,5,3,High School
William Swanson,41,Female,Single,386,121916,Unemployed,5,1,High School
Brian King,60,Female,Single,493,175740,Self-Employed,4,1,High School
Martha Larsen,32,Male,Married,878,142128,Salaried,6,0,Master
Dr. Lisa Murphy,50,Male,Married,623,19457,Self-Employed,3,2,PhD
Lindsay Adams,56,Female,Single,817,64567,Salaried,4,0,High School
Joseph Gomez,55,Male,Single,557,112070,Self-Employed,1,0,PhD
Rhonda Swanson,50,Male,Single,582,170497,Unemployed,1,0,Bachelor
Mark Barnes,47,Male,Single,493,147769,Unemployed,4,1,Master
Lee Blevins,46,Male,Single,539,19152,Unemployed,2,1,High School
Joshua Hill,59,Male,Married,516,134246,Self-Employed,1,0,Bachelor
Bailey Figueroa,27,Female,Single,573,179522,Self-Employed,5,3,High School
Joshua Marshall,21,Female,Married,342,95120,Salaried,3,2,Bachelor
Paul Taylor,23,Male,Married,883,180260,Unemployed,1,0,Bachelor
Stacey Silva MD,58,Female,Single,731,178115,Salaried,5,2,Bachelor
Jennifer Smith,29,Male,Single,592,48661,Self-Employed,2,0,PhD
Eric Sullivan,42,Female,Single,728,138008,Salaried,4,1,PhD
Aaron Chen,59,Female,Single,791,173571,Salaried,1,0,Bachelor
Rhonda Simmons,47,Male,Married,873,26512,Unemployed,4,0,PhD
Trevor Berry,32,Female,Married,624,35553,Unemployed,2,0,Bachelor
Randall Simon,42,Male,Married,866,153582,Self-Employed,5,2,Bachelor
Benjamin Dennis,39,Male,Single,757,148643,Self-Employed,5,2,Bachelor
Sarah Jones,37,Male,Married,406,39839,Self-Employed,3,1,Master
Krista Floyd,22,Male,Married,476,186283,Self-Employed,3,2,PhD
Casey Bautista,49,Male,Single,870,141167,Salaried,1,0,PhD
Stacy Morris,51,Male,Married,368,150600,Self-Employed,1,0,Bachelor
Sean Simon,46,Female,Single,894,59236,Unemployed,1,0,High School
Dalton Velasquez,38,Female,Single,550,140495,Unemployed,3,1,High School
Thomas Clements,29,Female,Single,423,18396,Self-Employed,4,2,PhD
Melissa Cantrell,55,Male,Single,825,126130,Unemployed,2,0,PhD
Paul Fisher,48,Female,Single,747,191913,Self-Employed,4,2,PhD
Tanya Rivera,46,Male,Married,619,124401,Self-Employed,4,3,Master
Benjamin Morrison,21,Female,Married,811,144064,Unemployed,2,1,PhD
Anthony Abbott,38,Male,Single,716,131404,Self-Employed,6,4,Master
Janet Mcdonald,36,Female,Married,623,44515,Unemployed,5,4,PhD
Sherri Fitzpatrick,42,Male,Single,422,80091,Unemployed,4,1,PhD
Dana Richardson,40,Male,Single,799,52912,Unemployed,1,0,Master
Mark Rowe,44,Female,Married,877,86099,Self-Employed,1,0,Bachelor
Christine Reed,31,Male,Married,396,159764,Unemployed,5,4,Bachelor
Robert Schmidt,27,Male,Single,706,30804,Unemployed,5,2,Master
Charles Allen,25,Male,Single,424,110177,Salaried,6,5,Bachelor
Billy Watkins,26,Female,Married,894,195779,Unemployed,5,2,Master
Emily Harmon,51,Male,Single,847,34973,Salaried,1,0,PhD
Elizabeth Erickson,36,Male,Married,555,158442,Self-Employed,1,0,High School
Sharon Morales,35,Male,Married,534,113973,Unemployed,6,2,PhD
Robert Welch,44,Female,Married,681,86211,Self-Employed,6,1,Master
Scott Mathews,31,Female,Married,457,97480,Unemployed,6,0,Bachelor
Michael Bell,24,Female,Married,886,183074,Salaried,5,0,High School
Sean Martinez,40,Male,Married,577,126665,Self-Employed,1,0,High School
Dawn Byrd,31,Male,Single,857,100191,Salaried,1,0,High School
Curtis Campbell,48,Female,Married,510,86269,Unemployed,2,0,High School
Bethany Blackwell,40,Male,Married,677,116006,Salaried,3,2,Master
Travis Pittman,49,Male,Single,480,140753,Salaried,5,1,Master
Matthew Park,51,Female,Married,416,50606,Unemployed,4,2,Master
Troy Payne,54,Male,Single,748,152400,Unemployed,2,0,Bachelor
Dawn Park,36,Female,Single,488,92685,Self-Employed,3,1,High School
Matthew Stevens,60,Female,Married,333,81997,Salaried,2,0,Master
Carolyn Zamora,25,Male,Married,550,17470,Self-Employed,6,3,High School
Amanda Lopez,45,Female,Married,500,110746,Unemployed,2,0,High School
Kelly Ward,60,Female,Single,441,45323,Self-Employed,4,1,PhD
Amanda Young,42,Female,Married,451,95346,Salaried,2,0,High School
Debra Watkins,43,Male,Single,841,180698,Unemployed,3,1,High School
Jenny Curtis,26,Female,Married,568,46033,Self-Employed,6,4,High School
Sara Jones,60,Female,Single,370,148908,Self-Employed,3,0,High School
Carolyn Chase,58,Female,Married,508,83475,Unemployed,3,1,Bachelor
Kristina Cunningham,46,Male,Married,388,179499,Unemployed,5,1,PhD
Brittany Hood,42,Female,Married,547,99255,Self-Employed,1,0,Bachelor
Peter Robinson,21,Male,Married,737,65694,Self-Employed,5,0,Master
James Cole,31,Female,Single,420,129359,Unemployed,5,2,Bachelor
Michael Sanchez,32,Male,Married,554,67202,Self-Employed,5,2,Bachelor
Dawn Daniel,40,Female,Single,355,20964,Unemployed,3,0,Bachelor
Mrs. Rita Rodriguez,48,Male,Married,833,132140,Salaried,6,4,PhD
Allen Fletcher,29,Female,Married,814,130144,Unemployed,3,1,PhD
Jessica Sparks,50,Male,Single,424,199241,Salaried,3,1,Master
Calvin Pierce,60,Male,Married,483,114926,Self-Employed,5,4,High School
Sean Martin,58,Male,Married,375,190536,Salaried,4,1,Bachelor
Jessica Cox,45,Male,Married,896,122438,Salaried,1,0,PhD
Michelle Moore,35,Female,Single,750,149134,Self-Employed,6,4,High School
Richard Dunlap,42,Male,Single,637,44427,Salaried,2,1,High School
Debra Keller,28,Female,Married,504,70228,Unemployed,2,1,Bachelor
Melinda Avila,27,Female,Married,382,126353,Unemployed,4,3,High School
Becky Jordan,55,Male,Single,782,88488,Unemployed,2,0,High School
Crystal Hartman,28,Male,Single,696,42228,Unemployed,6,0,High School
Joseph Valdez,60,Female,Married,832,42471,Unemployed,4,2,Bachelor
Kathryn Mosley,32,Female,Single,656,146864,Self-Employed,1,0,Bachelor
Norman Allen,57,Female,Married,425,69381,Self-Employed,4,2,Master
Kenneth Mitchell,60,Male,Single,510,171106,Unemployed,3,2,Bachelor
Travis Buchanan,38,Male,Single,802,134671,Salaried,6,5,Master
Monica Keller,29,Female,Single,514,58644,Salaried,6,2,PhD
Charles Roberts,55,Female,Single,308,187967,Unemployed,4,2,PhD
Linda Harmon,25,Female,Married,684,119126,Self-Employed,4,0,Bachelor
James Walls,44,Female,Married,512,185472,Salaried,3,0,Master
Angela Chaney,28,Female,Single,418,178666,Unemployed,1,0,PhD
Stephanie Gonzalez,50,Male,Single,312,62805,Self-Employed,5,0,PhD
Chelsea Howell,57,Male,Single,608,118377,Unemployed,3,0,Master
Louis Reese,31,Male,Married,795,109979,Unemployed,2,0,PhD
Amy Hamilton,23,Male,Married,446,85466,Self-Employed,5,1,Bachelor
Roger Murillo,21,Female,Single,879,114723,Salaried,2,0,Master
Miguel Boyer,49,Female,Single,454,195833,Salaried,4,3,High School
Kathryn Ramos,27,Female,Married,555,193911,Unemployed,4,0,High School
Christopher Reyes,21,Male,Single,305,158553,Unemployed,4,3,PhD
Nicholas Crawford,53,Female,Single,456,176152,Self-Employed,4,2,PhD
Ronald Cross,51,Female,Single,704,19991,Unemployed,6,0,PhD
Shaun Jennings,54,Female,Married,356,16753,Salaried,2,1,Bachelor
Joel Becker,55,Female,Single,583,58492,Salaried,3,2,High School
Lisa Williams,57,Male,Single,725,57854,Salaried,4,2,PhD
Zachary Maynard,41,Male,Single,759,89566,Self-Employed,3,1,Master
Joshua Allen,24,Male,Single,639,26300,Salaried,2,0,High School
Thomas Torres,47,Female,Single,342,149815,Self-Employed,3,2,PhD
Alexander Larson,45,Female,Single,802,170983,Salaried,2,0,PhD
Mrs. Jessica Boyle,56,Male,Single,331,161164,Salaried,1,0,High School
Sean Buchanan,57,Male,Married,711,91054,Self-Employed,4,0,High School
Michael Stevens,21,Male,Single,824,52758,Salaried,3,2,Master
Charles Zhang,53,Female,Married,829,108622,Salaried,5,2,High School
Alyssa Salazar,56,Female,Married,620,82775,Self-Employed,1,0,Master
Anthony Simmons,34,Male,Single,879,100956,Unemployed,5,0,Bachelor
Melissa Johnson,33,Female,Single,436,69991,Unemployed,3,2,High School
Jeremy Bowers,31,Male,Married,782,124460,Salaried,4,1,High School
Susan Gutierrez,44,Male,Married,770,57346,Salaried,2,0,High School
David Gomez,42,Male,Single,418,86189,Salaried,6,0,PhD
Michelle Patel,45,Female,Single,381,123782,Salaried,4,1,Master
Felicia Thompson,22,Female,Single,631,113460,Salaried,3,1,Bachelor
Laura Werner,58,Female,Single,702,162339,Self-Employed,3,2,Master
Sheri Fields,42,Female,Married,615,110616,Self-Employed,2,1,Bachelor
Steven Diaz,22,Male,Single,699,92471,Salaried,6,4,Bachelor
Richard Watson,48,Female,Married,800,136017,Salaried,1,0,High School
Bryce Davis,25,Female,Married,327,157583,Unemployed,6,5,PhD
Jessica Diaz,33,Female,Married,530,126644,Salaried,2,0,Bachelor
Terry Rodriguez,58,Female,Single,747,164074,Salaried,6,4,High School
Erica Gibson,33,Female,Married,526,116828,Salaried,1,0,High School
Brian Perry,45,Male,Single,313,178188,Salaried,2,0,PhD
Jason Brown,53,Female,Single,752,50389,Salaried,6,3,Master
Dustin Spence,38,Male,Single,420,75763,Unemployed,6,5,Master
Marisa Reyes,29,Male,Married,749,102510,Salaried,5,1,Master
John Stewart,33,Female,Single,529,168166,Self-Employed,4,2,PhD
John Obrien,43,Male,Single,791,61959,Self-Employed,1,0,High School
Mark Young,31,Male,Single,420,85728,Salaried,1,0,Bachelor
Lisa Knox,50,Male,Single,826,137789,Self-Employed,5,3,Master
Adrian Gonzalez,41,Female,Single,789,139552,Salaried,2,0,PhD
Christina Melendez DDS,31,Female,Married,724,156200,Salaried,6,5,High School
Susan Love,32,Female,Single,304,114010,Salaried,1,0,High School
Dr. Susan Davis,52,Female,Married,417,83269,Unemployed,1,0,PhD
Brenda Becker,45,Male,Married,606,139369,Unemployed,5,0,Master
Ernest Ross,59,Female,Married,731,46901,Self-Employed,5,2,Master
Deborah Banks,39,Female,Single,320,29750,Salaried,1,0,Bachelor
Ashley Simmons,29,Male,Married,383,158974,Unemployed,6,2,Bachelor
Christopher Campbell,52,Female,Single,821,46596,Unemployed,2,0,Master
Valerie Daugherty,47,Male,Married,513,140901,Unemployed,5,2,PhD
Monica Hudson,26,Female,Married,836,21115,Salaried,6,2,PhD
Ronnie Hudson,58,Female,Married,883,187551,Salaried,2,0,Master
Shannon Mays,33,Male,Single,506,159647,Unemployed,1,0,Master
